"Date","Price","Open","High","Low","Vol.","Change %"
"10/13/2022","54.70","53.30","55.70","53.30","730.36K","3.01%"
"10/12/2022","53.10","53.70","53.80","53.10","163.40K","-0.38%"
"10/11/2022","53.30","54.10","54.20","53.30","213.13K","-1.30%"
"10/10/2022","54.00","53.10","54.30","53.00","378.62K","1.69%"
"10/09/2022","53.10","55.30","55.30","53.10","329.07K","-4.15%"
"10/06/2022","55.40","56.00","56.40","55.10","576.07K","-1.07%"
"10/05/2022","56.00","54.60","56.00","53.90","541.17K","3.32%"
"10/04/2022","54.20","54.40","55.00","54.10","397.12K","0.00%"
"10/03/2022","54.20","53.70","55.00","53.50","597.66K","1.31%"
"10/02/2022","53.50","53.50","54.20","53.10","273.52K","0.56%"
"09/29/2022","53.20","52.60","53.50","52.60","172.13K","1.14%"
"09/28/2022","52.60","52.90","53.30","52.50","232.31K","0.77%"
"09/27/2022","52.20","52.70","53.50","52.20","411.99K","-0.76%"
"09/26/2022","52.60","52.00","53.30","52.00","460.38K","0.19%"
"09/25/2022","52.50","52.40","54.60","52.20","361.51K","-2.78%"
"09/21/2022","54.00","52.50","54.00","52.10","492.02K","1.89%"
"09/20/2022","53.00","52.40","53.80","52.30","389.95K","1.73%"
"09/19/2022","52.10","52.10","52.60","51.80","193.17K","-1.33%"
"09/18/2022","52.80","52.80","53.40","52.40","196.78K","-0.38%"
"09/15/2022","53.00","53.00","53.00","52.60","32.97K","0.57%"
"09/14/2022","52.70","53.00","53.10","52.50","184.47K","-2.04%"
"09/13/2022","53.80","52.50","53.90","52.20","377.96K","2.28%"
"09/12/2022","52.60","52.00","52.70","51.80","212.40K","1.74%"
"09/11/2022","51.70","51.50","51.80","51.50","117.18K","0.39%"
"09/08/2022","51.50","52.10","52.30","50.80","464.21K","0.78%"
"09/07/2022","51.10","52.50","52.50","51.10","145.69K","-3.04%"
"09/06/2022","52.70","52.50","52.70","52.20","344.77K","0.96%"
"09/05/2022","52.20","52.80","52.80","52.20","136.35K","-1.14%"
"09/04/2022","52.80","52.00","53.00","51.80","149.78K","1.15%"
"09/01/2022","52.20","52.60","52.90","52.20","280.53K","-1.51%"
"08/31/2022","53.00","52.90","53.00","52.40","775.33K","0.19%"
"08/30/2022","52.90","53.40","53.40","52.90","171.52K","-0.56%"
"08/29/2022","53.20","53.10","53.60","52.90","277.94K","0.76%"
"08/28/2022","52.80","52.10","53.20","52.10","206.19K","-1.12%"
"08/25/2022","53.40","52.90","53.40","52.70","154.94K","1.14%"
"08/24/2022","52.80","53.00","53.50","52.80","225.19K","-1.49%"
"08/23/2022","53.60","53.40","54.60","53.00","417.76K","0.94%"
"08/22/2022","53.10","53.90","53.90","53.10","289.50K","-1.85%"
"08/21/2022","54.10","54.50","54.60","54.00","160.31K","-1.10%"
"08/18/2022","54.70","54.60","55.50","54.60","729.19K","0.18%"
"08/17/2022","54.60","53.50","54.60","53.20","457.72K","2.25%"
"08/16/2022","53.40","53.40","53.60","53.00","183.54K","-0.37%"
"08/15/2022","53.60","54.00","54.00","53.20","135.32K","-0.56%"
"08/14/2022","53.90","53.90","54.00","53.50","112.19K","-0.19%"
"08/11/2022","54.00","53.40","54.00","53.20","328.20K","1.12%"
"08/10/2022","53.40","52.60","53.40","52.40","187.54K","1.14%"
"08/09/2022","52.80","53.10","53.30","52.80","182.15K","-1.31%"
"08/08/2022","53.50","53.00","53.60","52.90","167.58K","0.56%"
"08/07/2022","53.20","53.50","53.50","53.10","168.80K","-0.37%"
"08/04/2022","53.40","53.00","53.50","52.90","141.52K","0.00%"
"08/03/2022","53.40","52.70","53.40","52.50","341.60K","1.33%"
"08/02/2022","52.70","52.80","53.50","52.50","403.56K","-0.19%"
"08/01/2022","52.80","52.50","52.80","52.10","300.26K","0.57%"
"07/31/2022","52.50","52.60","52.60","52.30","156.45K","0.57%"
"07/28/2022","52.20","52.60","52.80","52.00","260.53K","-1.14%"
"07/27/2022","52.80","52.80","53.00","52.50","255.06K","0.19%"
"07/26/2022","52.70","52.40","52.80","52.30","338.80K","0.57%"
"07/25/2022","52.40","51.60","52.70","51.50","387.13K","1.35%"
"07/24/2022","51.70","51.20","52.10","51.20","474.42K","0.98%"
"07/21/2022","51.20","51.10","51.20","50.40","427.46K","0.20%"
"07/20/2022","51.10","50.60","51.20","50.20","810.75K","1.39%"
"07/19/2022","50.40","50.40","50.70","50.20","427.77K","0.00%"
"07/18/2022","50.40","51.00","51.30","50.10","743.85K","-1.18%"
"07/17/2022","51.00","52.00","52.20","50.90","405.78K","-1.73%"
"07/14/2022","51.90","50.10","51.90","49.80","542.99K","3.39%"
"07/13/2022","50.20","51.50","52.00","50.20","563.59K","-2.52%"
"07/06/2022","51.50","50.60","52.00","50.60","446.92K","0.98%"
"07/05/2022","51.00","52.00","52.00","50.70","227.93K","-0.97%"
"07/04/2022","51.50","52.40","52.40","51.00","317.81K","-1.90%"
"07/03/2022","52.50","52.30","52.70","52.30","175.50K","0.19%"
"06/30/2022","52.40","52.70","53.20","52.40","326.72K","-0.76%"
"06/29/2022","52.80","51.90","52.80","51.80","287.70K","1.73%"
"06/28/2022","51.90","51.40","52.00","51.10","256.30K","0.78%"
"06/27/2022","51.50","52.50","52.60","51.20","201.55K","-1.90%"
"06/26/2022","52.50","52.00","53.00","51.80","223.67K","1.16%"
"06/23/2022","51.90","51.20","51.90","50.70","342.03K","1.76%"
"06/22/2022","51.00","52.60","52.80","51.00","202.79K","-3.23%"
"06/21/2022","52.70","52.60","53.40","52.60","309.99K","0.38%"
"06/20/2022","52.50","50.50","52.50","50.50","326.86K","3.75%"
"06/19/2022","50.60","52.50","52.50","50.50","308.80K","-4.89%"
"06/16/2022","53.20","52.60","53.50","51.50","899.65K","2.11%"
"06/15/2022","52.10","52.40","52.70","51.70","267.08K","-0.57%"
"06/14/2022","52.40","51.80","52.80","49.80","557.06K","1.16%"
"06/13/2022","51.80","53.10","53.10","51.70","343.69K","-2.26%"
"06/12/2022","53.00","53.70","54.40","53.00","384.97K","-1.49%"
"06/09/2022","53.80","52.90","53.80","52.60","227.10K","1.13%"
"06/08/2022","53.20","52.10","53.50","52.00","388.79K","1.53%"
"06/07/2022","52.40","53.50","53.50","52.00","429.44K","-2.24%"
"06/06/2022","53.60","53.00","54.30","53.00","417.60K","1.13%"
"06/05/2022","53.00","51.60","53.30","51.60","344.29K","2.71%"
"06/02/2022","51.60","52.80","53.00","51.50","489.85K","-2.64%"
"06/01/2022","53.00","54.90","54.90","52.60","590.09K","-3.28%"
"05/31/2022","54.80","54.50","55.60","53.50","2.78M","0.55%"
"05/30/2022","54.50","53.40","54.50","53.20","1.20M","2.83%"
"05/29/2022","53.00","52.00","53.20","51.70","444.39K","2.51%"
"05/26/2022","51.70","52.00","52.10","50.90","485.94K","-0.58%"
"05/25/2022","52.00","49.05","52.70","49.05","664.25K","6.01%"
"05/24/2022","49.05","50.10","50.80","49.00","461.60K","-2.10%"
"05/23/2022","50.10","52.10","52.70","50.10","524.91K","-4.75%"
"05/22/2022","52.60","52.60","52.90","52.10","353.51K","0.96%"
"05/19/2022","52.10","51.80","52.30","51.30","741.25K","-0.76%"
"05/18/2022","52.50","52.50","53.50","52.50","375.20K","0.00%"
"05/17/2022","52.50","52.60","53.20","52.00","1.47M","-0.57%"
"05/16/2022","52.80","54.10","54.50","52.80","696.83K","-2.40%"
"05/15/2022","54.10","52.60","54.40","52.20","667.98K","4.04%"
"05/12/2022","52.00","54.50","55.00","52.00","1.23M","-4.41%"
"05/11/2022","54.40","53.70","55.00","53.70","952.41K","1.30%"
"05/10/2022","53.70","53.20","54.50","52.90","1.53M","0.37%"
"05/09/2022","53.50","52.00","53.50","51.90","1.60M","2.88%"
"05/08/2022","52.00","52.00","52.10","51.50","273.07K","0.00%"
"04/28/2022","52.00","51.40","52.50","51.40","1.33M","1.36%"
"04/27/2022","51.30","50.90","52.20","50.90","677.24K","0.59%"
"04/26/2022","51.00","51.30","51.30","50.50","478.64K","-0.58%"
"04/25/2022","51.30","51.00","51.30","50.70","367.35K","0.59%"
"04/24/2022","51.00","50.10","51.10","50.00","288.20K","0.00%"
"04/21/2022","51.00","50.80","51.00","49.90","463.09K","0.00%"
"04/20/2022","51.00","50.80","51.20","50.50","543.16K","0.39%"
"04/19/2022","50.80","51.60","51.60","50.80","672.93K","-1.55%"
"04/18/2022","51.60","51.50","51.70","51.50","251.99K","-0.39%"
"04/17/2022","51.80","51.70","52.00","51.60","234.94K","-0.58%"
"04/14/2022","52.10","52.20","52.20","51.40","458.78K","-0.19%"
"04/13/2022","52.20","52.50","52.60","52.00","614.18K","-1.88%"
"04/12/2022","53.20","53.30","53.40","52.60","955.26K","0.00%"
"04/11/2022","53.20","53.00","53.80","52.60","1.29M","0.76%"
"04/10/2022","52.80","53.00","53.20","52.50","1.00M","1.15%"
"04/07/2022","52.20","52.50","53.20","52.20","1.53M","-0.57%"
"04/06/2022","52.50","51.40","52.90","51.30","2.06M","1.94%"
"04/05/2022","51.50","52.20","52.30","50.80","484.42K","-1.15%"
"04/04/2022","52.10","51.30","52.20","51.30","855.50K","1.56%"
"04/03/2022","51.30","51.40","51.50","51.00","333.90K","0.20%"
"03/31/2022","51.20","51.20","51.20","50.50","466.59K","0.59%"
"03/30/2022","50.90","51.50","51.90","50.80","631.96K","-0.97%"
"03/29/2022","51.40","49.80","51.40","49.65","1.40M","3.21%"
"03/28/2022","49.80","49.45","49.80","49.20","442.09K","0.61%"
"03/27/2022","49.50","49.40","49.85","49.20","451.73K","0.20%"
"03/24/2022","49.40","49.25","49.55","49.25","442.40K","0.30%"
"03/23/2022","49.25","48.85","49.55","48.80","940.58K","0.82%"
"03/22/2022","48.85","48.85","48.95","48.70","294.58K","-0.20%"
"03/21/2022","48.95","48.65","49.30","48.65","1.16M","0.62%"
"03/20/2022","48.65","49.05","49.05","48.50","312.53K","-0.71%"
"03/17/2022","49.00","48.00","49.00","47.55","1.41M","2.30%"
"03/16/2022","47.90","47.00","47.95","46.90","1.07M","1.91%"
"03/15/2022","47.00","47.65","47.65","46.50","776.69K","-1.26%"
"03/14/2022","47.60","48.10","48.10","46.55","1.22M","-0.94%"
"03/13/2022","48.05","49.50","49.50","48.05","1.07M","-2.14%"
"03/10/2022","49.10","49.50","50.00","49.10","1.01M","-0.81%"
"03/09/2022","49.50","49.90","50.00","49.50","306.07K","-0.60%"
"03/08/2022","49.80","49.80","50.00","49.70","681.76K","-0.20%"
"03/07/2022","49.90","50.10","50.40","49.80","369.04K","-0.20%"
"03/06/2022","50.00","49.95","50.60","49.95","371.98K","0.40%"
"03/03/2022","49.80","50.30","50.70","49.80","428.73K","-0.99%"
"03/02/2022","50.30","51.10","51.20","50.10","460.49K","-1.95%"
"03/01/2022","51.30","50.10","51.30","50.10","366.60K","2.40%"
"02/28/2022","50.10","49.60","50.60","49.50","468.94K","0.60%"
"02/27/2022","49.80","50.00","50.30","49.40","348.59K","1.01%"
"02/24/2022","49.30","49.90","50.70","49.15","628.95K","-3.71%"
"02/23/2022","51.20","51.10","51.60","51.10","273.07K","-0.78%"
"02/21/2022","51.60","50.70","51.90","50.70","324.57K","1.57%"
"02/20/2022","50.80","51.70","52.30","50.80","502.44K","-2.12%"
"02/17/2022","51.90","50.80","51.90","50.50","1.04M","2.17%"
"02/16/2022","50.80","50.30","50.90","50.20","851.57K","0.99%"
"02/15/2022","50.30","49.85","50.30","49.50","377.55K","0.90%"
"02/14/2022","49.85","49.00","49.90","48.85","480.77K","1.12%"
"02/13/2022","49.30","49.75","49.75","48.70","410.22K","-1.60%"
"02/10/2022","50.10","49.75","50.10","49.60","354.41K","1.11%"
"02/09/2022","49.55","49.85","50.00","49.55","189.65K","-0.80%"
"02/08/2022","49.95","50.00","50.20","49.65","564.62K","-0.10%"
"02/07/2022","50.00","49.95","50.00","49.65","427.25K","0.70%"
"02/06/2022","49.65","49.15","49.80","49.15","150.79K","1.02%"
"02/03/2022","49.15","49.80","50.10","49.15","484.74K","-1.70%"
"02/02/2022","50.00","49.70","50.50","49.70","673.30K","0.60%"
"02/01/2022","49.70","49.25","49.75","49.15","423.61K","1.22%"
"01/31/2022","49.10","49.35","49.45","49.10","371.06K","-0.51%"
"01/30/2022","49.35","49.10","49.40","49.00","206.88K","1.02%"
"01/27/2022","48.85","49.10","49.10","48.70","388.80K","-0.41%"
"01/26/2022","49.05","49.10","49.65","49.05","597.12K","-0.81%"
"01/25/2022","49.45","48.30","49.45","48.30","467.37K","2.17%"
"01/24/2022","48.40","48.70","48.80","48.35","642.95K","-0.82%"
"01/23/2022","48.80","49.60","49.60","48.50","685.46K","-2.40%"
"01/20/2022","50.00","50.00","50.00","49.50","317.47K","0.00%"
"01/19/2022","50.00","49.70","50.00","49.40","373.20K","0.60%"
"01/18/2022","49.70","50.30","50.70","49.70","579.85K","-0.80%"
"01/17/2022","50.10","49.45","50.40","49.35","772.06K","1.52%"
"01/16/2022","49.35","48.60","49.40","48.60","880.27K","1.65%"
"01/13/2022","48.55","48.30","48.55","48.30","633.17K","0.62%"
"01/12/2022","48.25","48.30","48.30","47.95","682.42K","0.10%"
"01/11/2022","48.20","47.95","48.20","47.90","463.07K","0.52%"
"01/10/2022","47.95","47.95","48.10","47.90","379.54K","0.00%"
"01/09/2022","47.95","48.20","48.20","47.90","618.00K","-0.31%"
"01/06/2022","48.10","48.40","48.40","48.10","347.99K","-0.62%"
"01/05/2022","48.40","48.50","48.55","48.30","190.32K","0.10%"
"01/04/2022","48.35","48.55","48.55","48.25","269.44K","-0.10%"
"01/03/2022","48.40","48.40","48.70","48.40","472.47K","0.10%"
"01/02/2022","48.35","48.30","48.50","48.25","160.36K","-0.82%"
"12/30/2021","48.75","48.30","48.75","48.00","361.77K","1.04%"
"12/29/2021","48.25","48.50","48.80","48.10","319.00K","-0.72%"
"12/28/2021","48.60","48.40","48.60","48.30","154.81K","0.41%"
"12/27/2021","48.40","48.35","48.40","48.00","114.60K","0.41%"
"12/26/2021","48.20","48.60","48.60","48.20","156.91K","-0.31%"
"12/23/2021","48.35","48.50","48.60","48.25","388.33K","-0.31%"
"12/22/2021","48.50","48.25","48.60","48.00","490.39K","0.62%"
"12/21/2021","48.20","48.50","48.70","48.20","391.71K","-0.21%"
"12/20/2021","48.30","48.60","48.60","48.20","387.71K","-0.62%"
"12/19/2021","48.60","48.35","48.75","48.05","333.86K","0.83%"
"12/16/2021","48.20","48.95","48.95","48.20","1.09M","0.00%"
"12/15/2021","48.20","48.50","48.50","47.95","500.85K","-0.10%"
"12/14/2021","48.25","48.90","49.00","48.25","411.88K","-1.13%"
"12/13/2021","48.80","48.85","49.20","48.80","604.63K","0.21%"
"12/12/2021","48.70","48.65","48.70","48.30","152.00K","0.10%"
"12/09/2021","48.65","48.40","48.65","48.10","166.10K","0.31%"
"12/08/2021","48.50","48.05","48.50","48.00","260.44K","1.04%"
"12/07/2021","48.00","48.00","48.35","47.95","302.48K","0.63%"
"12/06/2021","47.70","48.55","48.85","47.70","543.16K","-1.55%"
"12/05/2021","48.45","47.50","48.45","47.50","435.24K","2.22%"
"12/02/2021","47.40","47.40","47.65","47.30","407.44K","-0.11%"
"12/01/2021","47.45","48.00","48.00","47.25","731.32K","-0.84%"
"11/30/2021","47.85","47.00","47.85","46.25","2.08M","2.35%"
"11/29/2021","46.75","47.20","48.20","46.60","1.14M","-0.53%"
"11/28/2021","47.00","48.00","48.65","47.00","645.66K","-4.37%"
"11/25/2021","49.15","49.80","50.40","49.15","549.92K","-1.11%"
"11/24/2021","49.70","49.60","49.90","49.50","450.17K","0.61%"
"11/23/2021","49.40","50.00","50.70","49.30","581.84K","-1.20%"
"11/22/2021","50.00","51.70","51.70","50.00","445.72K","-2.91%"
"11/21/2021","51.50","52.00","52.10","51.20","292.27K","-1.34%"
"11/18/2021","52.20","52.20","52.40","52.00","202.33K","-0.38%"
"11/17/2021","52.40","52.50","52.70","52.30","240.50K","-0.95%"
"11/16/2021","52.90","52.10","52.90","52.00","386.98K","1.73%"
"11/15/2021","52.00","52.30","52.40","52.00","229.44K","-0.76%"
"11/14/2021","52.40","52.50","52.80","52.20","122.98K","0.19%"
"11/11/2021","52.30","52.30","52.50","52.20","132.88K","-0.38%"
"11/10/2021","52.50","52.10","52.50","52.00","368.81K","0.57%"
"11/09/2021","52.20","52.60","52.60","52.00","368.35K","-0.76%"
"11/08/2021","52.60","53.20","53.40","52.50","316.02K","-1.13%"
"11/07/2021","53.20","52.50","53.20","52.20","234.65K","2.11%"
"11/04/2021","52.10","52.00","52.50","52.00","210.46K","-0.76%"
"11/03/2021","52.50","52.70","52.90","52.00","264.19K","-0.38%"
"11/02/2021","52.70","53.00","53.10","52.70","368.63K","-0.94%"
"11/01/2021","53.20","53.10","53.30","52.90","139.85K","0.57%"
"10/31/2021","52.90","53.00","53.20","52.90","169.59K","0.00%"
"10/28/2021","52.90","53.10","53.10","52.90","282.39K","-0.56%"
"10/27/2021","53.20","53.20","53.30","52.90","494.45K","-0.19%"
"10/26/2021","53.30","53.40","53.40","52.70","544.62K","-0.37%"
"10/25/2021","53.50","52.90","53.50","52.90","433.90K","0.94%"
"10/24/2021","53.00","53.80","53.80","52.80","576.88K","-1.49%"
"10/21/2021","53.80","53.80","53.90","53.60","141.53K","-0.19%"
"10/20/2021","53.90","53.60","53.90","53.40","291.03K","0.75%"
"10/19/2021","53.50","54.30","54.40","53.20","474.06K","-1.47%"
"10/18/2021","54.30","54.00","54.50","53.90","215.20K","0.56%"
"10/17/2021","54.00","53.50","54.20","53.50","302.69K","0.93%"
"10/14/2021","53.50","53.50","53.50","52.90","485.66K","0.00%"
"10/13/2021","53.50","52.50","53.50","52.40","199.21K","1.90%"
"10/12/2021","52.50","53.30","53.40","52.50","425.06K","-1.50%"
"10/11/2021","53.30","54.20","54.20","52.00","631.35K","-2.02%"
"10/10/2021","54.40","55.10","55.50","54.10","759.11K","-2.16%"
"10/07/2021","55.60","56.10","57.00","55.40","736.21K","-1.07%"
"10/06/2021","56.20","56.80","57.20","56.00","816.28K","-1.06%"
"10/05/2021","56.80","56.90","56.90","56.60","152.30K","-0.35%"
"10/04/2021","57.00","57.00","57.50","56.50","470.30K","-0.52%"
"10/03/2021","57.30","58.00","58.00","57.20","186.15K","-1.21%"
"09/30/2021","58.00","57.00","58.00","57.00","254.49K","0.87%"
"09/29/2021","57.50","56.70","57.50","56.60","291.73K","1.41%"
"09/28/2021","56.70","57.00","57.10","56.70","223.11K","-0.53%"
"09/27/2021","57.00","56.90","57.10","56.70","264.15K","0.00%"
"09/26/2021","57.00","57.00","57.30","56.90","153.70K","0.00%"
"09/22/2021","57.00","57.00","57.20","56.90","163.36K","-0.18%"
"09/21/2021","57.10","57.40","57.50","57.00","474.89K","-1.21%"
"09/20/2021","57.80","58.50","58.50","57.30","448.13K","-1.03%"
"09/19/2021","58.40","57.80","58.50","57.70","1.04M","1.21%"
"09/16/2021","57.70","57.00","57.70","56.70","713.51K","1.41%"
"09/15/2021","56.90","57.10","57.20","56.80","160.72K","-0.70%"
"09/14/2021","57.30","57.70","57.70","56.80","753.31K","-0.35%"
"09/13/2021","57.50","57.30","57.50","57.00","351.41K","0.52%"
"09/12/2021","57.20","57.50","57.70","56.80","746.35K","0.00%"
"09/09/2021","57.20","56.60","57.30","56.60","494.71K","0.53%"
"09/08/2021","56.90","56.70","56.90","56.30","292.40K","0.18%"
"09/07/2021","56.80","56.90","56.90","56.60","235.03K","-0.18%"
"09/06/2021","56.90","56.70","57.00","56.60","275.75K","0.35%"
"09/05/2021","56.70","57.50","57.50","56.50","549.66K","-1.22%"
"09/02/2021","57.40","57.30","57.60","57.30","162.96K","-0.69%"
"09/01/2021","57.80","58.00","58.00","57.20","201.82K","-0.34%"
"08/31/2021","58.00","57.60","58.00","57.30","645.84K","0.69%"
"08/30/2021","57.60","57.60","57.60","57.10","205.89K","0.00%"
"08/29/2021","57.60","57.40","57.60","57.20","278.13K","0.52%"
"08/26/2021","57.30","57.10","57.30","56.90","268.28K","0.53%"
"08/25/2021","57.00","56.80","57.50","56.60","354.57K","0.53%"
"08/24/2021","56.70","55.50","56.70","55.40","415.93K","2.35%"
"08/23/2021","55.40","55.60","56.00","55.30","396.99K","-0.36%"
"08/22/2021","55.60","55.60","56.10","55.30","368.64K","-0.54%"
"08/19/2021","55.90","56.50","56.50","55.90","294.94K","-1.58%"
"08/18/2021","56.80","56.40","57.10","56.20","332.98K","0.53%"
"08/17/2021","56.50","55.80","56.50","55.70","284.85K","0.71%"
"08/16/2021","56.10","56.10","56.40","55.80","340.57K","0.00%"
"08/15/2021","56.10","56.00","56.40","55.90","392.37K","0.18%"
"08/12/2021","56.00","56.80","56.80","56.00","434.91K","-1.41%"
"08/11/2021","56.80","57.10","57.10","56.30","253.95K","-0.53%"
"08/10/2021","57.10","56.20","57.30","56.20","389.16K","1.60%"
"08/09/2021","56.20","56.90","56.90","56.00","320.20K","-1.06%"
"08/08/2021","56.80","57.50","57.50","56.70","277.41K","-0.35%"
"08/05/2021","57.00","55.80","57.30","55.80","1.37M","2.15%"
"08/04/2021","55.80","57.40","57.40","55.80","809.14K","-2.79%"
"08/03/2021","57.40","58.50","58.50","56.90","1.21M","-1.88%"
"08/02/2021","58.50","58.80","58.80","57.50","706.48K","0.34%"
"08/01/2021","58.30","59.00","59.20","58.30","313.29K","-0.68%"
"07/29/2021","58.70","58.50","58.80","58.50","257.07K","0.34%"
"07/28/2021","58.50","58.50","58.50","58.20","319.18K","0.00%"
"07/27/2021","58.50","58.40","58.80","58.00","437.20K","-0.17%"
"07/26/2021","58.60","59.20","59.50","58.00","342.00K","-0.68%"
"07/25/2021","59.00","59.90","59.90","58.90","261.28K","0.17%"
"07/15/2021","58.90","58.30","59.90","57.80","563.87K","1.90%"
"07/14/2021","57.80","58.60","58.60","57.40","540.83K","-1.37%"
"07/13/2021","58.60","57.70","58.60","57.70","378.29K","1.56%"
"07/12/2021","57.70","58.00","58.90","57.30","575.17K","-1.03%"
"07/11/2021","58.30","59.90","59.90","57.80","671.92K","-2.67%"
"07/08/2021","59.90","60.00","60.00","58.80","441.21K","-0.66%"
"07/07/2021","60.30","60.80","60.80","58.80","922.92K","-0.82%"
"07/06/2021","60.80","62.00","62.00","60.80","319.60K","-1.94%"
"07/05/2021","62.00","62.10","62.10","61.00","523.46K","-0.64%"
"07/04/2021","62.40","63.00","63.00","62.10","612.14K","-0.95%"
"07/01/2021","63.00","63.20","63.20","62.80","237.36K","-0.63%"
"06/30/2021","63.40","63.20","63.50","62.80","417.59K","-0.47%"
"06/29/2021","63.70","63.50","63.90","62.90","576.30K","0.00%"
"06/28/2021","63.70","63.30","63.70","63.00","408.47K","0.63%"
"06/27/2021","63.30","63.50","63.70","63.00","513.68K","-0.16%"
"06/24/2021","63.40","63.10","63.40","62.40","559.27K","0.48%"
"06/23/2021","63.10","62.50","63.60","61.80","1.47M","2.10%"
"06/22/2021","61.80","62.00","62.90","61.80","409.13K","-0.96%"
"06/21/2021","62.40","61.40","63.10","60.00","1.18M","1.63%"
"06/20/2021","61.40","61.50","62.00","61.00","475.76K","-0.16%"
"06/17/2021","61.50","61.50","62.20","61.20","1.01M","0.00%"
"06/16/2021","61.50","61.80","62.10","60.50","633.60K","-0.49%"
"06/15/2021","61.80","63.20","63.20","61.80","782.20K","-2.22%"
"06/14/2021","63.20","63.20","64.90","62.60","1.63M","-0.47%"
"06/13/2021","63.50","62.50","64.00","61.90","1.13M","1.60%"
"06/10/2021","62.50","62.60","63.60","62.10","1.11M","-0.16%"
"06/09/2021","62.60","61.20","64.30","61.20","3.44M","2.45%"
"06/08/2021","61.10","59.00","62.40","59.00","4.44M","3.74%"
"06/07/2021","58.90","57.20","59.10","56.80","2.34M","3.15%"
"06/06/2021","57.10","56.70","57.30","56.50","976.05K","1.06%"
"06/03/2021","56.50","57.10","57.70","56.30","1.57M","-0.88%"
"06/02/2021","57.00","55.50","57.20","55.40","2.95M","3.07%"
"06/01/2021","55.30","55.30","55.40","55.00","593.44K","0.18%"
"05/31/2021","55.20","54.90","55.20","54.60","714.66K","0.73%"
"05/30/2021","54.80","54.60","54.90","54.50","478.47K","0.55%"
"05/27/2021","54.50","55.20","55.20","54.50","1.29M","-1.27%"
"05/26/2021","55.20","54.70","55.30","54.70","1.12M","0.55%"
"05/25/2021","54.90","54.80","55.10","54.60","812.97K","0.18%"
"05/24/2021","54.80","54.50","54.80","54.30","438.56K","0.55%"
"05/23/2021","54.50","54.60","54.60","54.20","406.17K","-0.18%"
"05/20/2021","54.60","54.50","54.60","54.10","699.93K","0.00%"
"05/19/2021","54.60","54.50","54.80","54.10","455.80K","-0.36%"
"05/18/2021","54.80","55.30","55.60","54.70","497.71K","-0.90%"
"05/17/2021","55.30","55.00","55.60","54.80","759.59K","0.55%"
"05/10/2021","55.00","54.50","55.00","54.20","613.01K","1.10%"
"05/09/2021","54.40","54.00","54.50","53.90","484.50K","0.74%"
"05/06/2021","54.00","54.70","54.70","53.70","957.79K","-1.46%"
"05/05/2021","54.80","54.80","55.10","54.70","891.79K","0.00%"
"05/04/2021","54.80","54.80","55.20","54.40","1.11M","0.55%"
"05/03/2021","54.50","54.00","55.00","54.00","1.62M","1.49%"
"05/02/2021","53.70","53.60","53.70","53.20","549.09K","-0.19%"
"04/29/2021","53.80","54.90","55.00","53.60","1.19M","-2.00%"
"04/28/2021","54.90","53.40","56.20","53.30","5.28M","3.39%"
"04/27/2021","53.10","52.40","53.30","52.30","1.41M","1.34%"
"04/26/2021","52.40","52.00","52.50","52.00","904.59K","0.77%"
"04/25/2021","52.00","52.00","52.10","51.70","393.55K","0.00%"
"04/22/2021","52.00","52.00","52.00","51.60","473.00K","0.58%"
"04/21/2021","51.70","52.50","52.50","51.70","801.76K","-1.34%"
"04/20/2021","52.40","52.00","52.50","51.60","892.02K","0.77%"
"04/19/2021","52.00","51.90","52.00","51.80","622.92K","0.19%"
"04/18/2021","51.90","52.00","52.10","51.80","373.70K","0.00%"
"04/15/2021","51.90","51.90","52.00","51.60","689.85K","-0.19%"
"04/14/2021","52.00","51.80","52.00","51.50","411.81K","-1.52%"
"04/13/2021","52.80","53.00","53.00","52.70","598.03K","-0.19%"
"04/12/2021","52.90","52.80","53.10","52.70","632.82K","-0.19%"
"04/11/2021","53.00","53.30","53.30","52.90","678.85K","-0.38%"
"04/08/2021","53.20","53.10","53.40","52.80","663.33K","0.19%"
"04/07/2021","53.10","53.00","53.40","52.90","1.34M","0.19%"
"04/06/2021","53.00","53.30","53.40","52.90","752.79K","-0.38%"
"04/05/2021","53.20","53.00","53.30","52.70","653.52K","0.38%"
"04/04/2021","53.00","52.40","53.10","52.20","1.24M","1.15%"
"04/01/2021","52.40","52.20","52.40","51.90","667.43K","0.77%"
"03/31/2021","52.00","52.00","52.50","51.80","1.39M","0.19%"
"03/30/2021","51.90","52.00","52.10","51.80","294.99K","-0.19%"
"03/29/2021","52.00","51.80","52.00","51.70","327.70K","0.58%"
"03/28/2021","51.70","51.80","52.10","51.60","399.73K","0.19%"
"03/25/2021","51.60","52.00","52.20","51.60","470.98K","-0.96%"
"03/24/2021","52.10","51.50","52.60","51.40","1.10M","1.17%"
"03/23/2021","51.50","51.80","51.80","51.50","413.61K","-0.19%"
"03/22/2021","51.60","51.60","51.80","51.50","377.81K","0.39%"
"03/21/2021","51.40","51.50","51.70","51.30","333.57K","-0.58%"
"03/18/2021","51.70","52.00","52.00","51.60","858.48K","-0.58%"
"03/17/2021","52.00","51.70","52.00","51.50","1.09M","0.97%"
"03/16/2021","51.50","51.50","51.80","51.40","1.48M","0.98%"
"03/15/2021","51.00","51.10","51.40","51.00","656.48K","-0.20%"
"03/14/2021","51.10","51.00","51.10","50.60","768.51K","0.79%"
